Current,,,,,,,,,
,,,,,,,,,
基金名稱,年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
T10A1A 富邦雙核戰Aa,2025/11,-,-,-,-,-,-,-,-
T1101Y 摩根台灣,2025/11,-,-,-,-,-,-,-,-
T1102Y 摩根台灣增長,2025/11,-,-,-,-,-,-,-,-
T1103Y 摩根新興日本,2025/11,-,-,-,-,-,-,-,-
T1104Y 摩根新興科技Aa,2025/11,-,-,-,-,-,-,-,-
T1106Y 摩根亞洲Aa,2025/11,-,-,-,-,-,-,-,-
T1108Y 摩根龍揚,2025/11,-,-,-,-,-,-,-,-
T1109Y 摩根東方科技Aa,2025/11,-,-,-,-,-,-,-,-
T1110Y 摩根大歐洲Aa,2025/11,-,-,-,-,-,-,-,-
T1111Y 摩根中小,2025/11,-,-,-,-,-,-,-,-
T1112Y 摩根價值成長,2025/11,-,-,-,-,-,-,-,-
T1114Y 摩根平衡,2025/11,-,-,-,-,-,-,-,-
T1116Y 摩根安家理財,2025/11,-,-,-,-,-,-,-,-
T1117Y 摩根全球平衡,2025/11,-,-,-,-,-,-,-,-
T1119Y 摩根全創成Aa,2025/11,-,-,-,-,-,-,-,-
T1120A 摩根亞高息平衡 A,2025/11,-,-,-,-,-,-,-,-
T1124Y 摩根絕對日本,2025/11,-,-,-,-,-,-,-,-
T1125Y 摩根新興35.Aa,2025/11,-,-,-,-,-,-,-,-
T1127Y 摩根全球發,2025/11,-,-,-,-,-,-,-,-
T1129Y 摩根新絲路,2025/11,-,-,-,-,-,-,-,-
T1130Y 摩根東方內需機會,2025/11,-,-,-,-,-,-,-,-
T1131Y 摩根金龍收成,2025/11,-,-,-,-,-,-,-,-
T1134Y 摩根中國亮點,2025/11,-,-,-,-,-,-,-,-
T1135Y 摩根台灣金磚A,2025/11,-,-,-,-,-,-,-,-
T1136Y 摩根新金磚五國,2025/11,-,-,-,-,-,-,-,-
T1142Y 摩根中國 A股Aa,2025/11,-,-,-,-,-,-,-,-
T1145A 摩根泛亞太入息 A,2025/11,-,-,-,-,-,-,-,-
T1146A 摩根多元息成長 A,2025/11,-,-,-,-,-,-,-,-
T1148A 摩根新興雙利A,2025/11,-,-,-,-,-,-,-,-
T1150A 摩根中國雙息平A,2025/11,-,-,-,-,-,-,-,-
T1155A 摩根環股收益A,2025/11,-,-,-,-,-,-,-,-
T1180A 摩根美國領先Aa,2025/11,-,-,-,-,-,-,-,-
T1201Y 華南永昌永昌,2025/11,-,-,-,-,-,-,-,-
T1203Y 華南前瞻科技,2025/11,-,-,-,-,-,-,-,-
T1207Y 華南永昌龍盈平衡,2025/11,-,-,-,-,-,-,-,-
T1217Y 華南永昌全球精品,2025/11,-,-,-,-,-,-,-,-
T1219A 華南永昌全球基 A,2025/11,-,-,-,-,-,-,-,-
T1222Y 華南永昌全球神農,2025/11,-,-,-,-,-,-,-,-
T1234A 華南永昌全科Aa,2025/11,-,-,-,-,-,-,-,-
T1238Y 華南永昌中國A 股,2025/11,-,-,-,-,-,-,-,-
T1239A 華南多重息平衡 A,2025/11,-,-,-,-,-,-,-,-
T1249Y 華南物聯網,2025/11,-,-,-,-,-,-,-,-
T1250A 華南全球物聯Aa,2025/11,-,-,-,-,-,-,-,-
T1252A 華南亞太動態平 A,2025/11,-,-,-,-,-,-,-,-
T1254Y 華南永昌策略報酬,2025/11,-,-,-,-,-,-,-,-
T1259A 華南US CAPE A,2025/11,-,-,-,-,-,-,-,-
T1263A 華南US REITs A,2025/11,-,-,-,-,-,-,-,-
T1268A 華南全球新零售,2025/11,-,-,-,-,-,-,-,-
T1270A 華南全多重資Aa,2025/11,-,-,-,-,-,-,-,-
T1274A 華南優收多重Aa,2025/11,-,-,-,-,-,-,-,-
T1276Y 華南低波多重Aa$,2025/11,-,-,-,-,-,-,-,-
T1277Y 華南WE多重Aa,2025/11,-,-,-,-,-,-,-,-
T1278A 華南實豐收組Aa,2025/11,-,-,-,-,-,-,-,-
T1282A 華南永續高股Aa,2025/11,-,-,-,-,-,-,-,-
T1284A 華南碳中和Aa,2025/11,-,-,-,-,-,-,-,-
T1287Y 華南未來科技Aa,2025/11,-,-,-,-,-,-,-,-
T1402Y 新光亞洲精選,2025/11,-,-,-,-,-,-,-,-
T1403Y 新光中國成長,2025/11,-,-,-,-,-,-,-,-
T1405Y 新光創新科技,2025/11,-,-,-,-,-,-,-,-
T1406Y 新光國建,2025/11,-,-,-,-,-,-,-,-
T1407Y 新光店頭,2025/11,-,-,-,-,-,-,-,-
T1408Y 新光大三通,2025/11,-,-,-,-,-,-,-,-
T1411Y 新光台灣富貴,2025/11,-,-,-,-,-,-,-,-
T1414Y 新光福運平衡,2025/11,-,-,-,-,-,-,-,-
T1419Y 新光兩岸優勢,2025/11,-,-,-,-,-,-,-,-
T1427A 新光全球ETF組合A,2025/11,-,-,-,-,-,-,-,-
T1430Y 新光全球生技醫療,2025/11,-,-,-,-,-,-,-,-
T1433A 新光美豐收平Aa,2025/11,-,-,-,-,-,-,-,-
T1437A 新光全平衡A,2025/11,-,-,-,-,-,-,-,-
T1438A 新光多重資產A,2025/11,-,-,-,-,-,-,-,-
T1440A 新光全AI新創Aa,2025/11,-,-,-,-,-,-,-,-
T1443A 新光全特股收Aa,2025/11,-,-,-,-,-,-,-,-
T1446A 新光全宅經濟Aa,2025/11,-,-,-,-,-,-,-,-
T1448A 新光恆生科技,2025/11,-,-,-,-,-,-,-,-
T1450A 新光臺高股息Aa,2025/11,-,-,-,-,-,-,-,-
T1451A 新光全球多重Aa,2025/11,-,-,-,-,-,-,-,-
T1501Y 瑞銀亞洲全方位不,2025/11,-,-,-,-,-,-,-,-
T1502Y 瑞銀全球創新趨勢,2025/11,-,-,-,-,-,-,-,-
T1504A 瑞銀全球生技,2025/11,-,-,-,-,-,-,-,-
T1511A 瑞銀永續組合Aa,2025/11,-,-,-,-,-,-,-,-
T1601Y 群益奧斯卡,2025/11,-,-,-,-,-,-,-,-
T1603Y 群益葛萊美,2025/11,-,-,-,-,-,-,-,-
T1604Y 群益亞太新趨勢平,2025/11,-,-,-,-,-,-,-,-
T1605Y 群益新興金鑽,2025/11,-,-,-,-,-,-,-,-
T1606A 群益全球不動產 A,2025/11,-,-,-,-,-,-,-,-
T1607Y 群益多重資產組合,2025/11,-,-,-,-,-,-,-,-
T1608Y 群益中小,2025/11,-,-,-,-,-,-,-,-
T1609Y 群益馬拉松Fa,2025/11,-,-,-,-,-,-,-,-
T1610Y 群益東方盛世,2025/11,-,-,-,-,-,-,-,-
T1611Y 群益華夏盛世,2025/11,-,-,-,-,-,-,-,-
T1612Y 群益店頭市場Fa,2025/11,-,-,-,-,-,-,-,-
T1613Y 群益長安,2025/11,-,-,-,-,-,-,-,-
T1614Y 群益創新科技Fa,2025/11,-,-,-,-,-,-,-,-
T1616Y 群益真善美,2025/11,-,-,-,-,-,-,-,-
T1617Y 群益平衡王,2025/11,-,-,-,-,-,-,-,-
T1618Y 群益安家,2025/11,-,-,-,-,-,-,-,-
T1619Y 群益印巴雙星,2025/11,-,-,-,-,-,-,-,-
T1620Y 群益亞太中小,2025/11,-,-,-,-,-,-,-,-
T1622Y 群益東協成長,2025/11,-,-,-,-,-,-,-,-
T1623Y 群益印度中小,2025/11,-,-,-,-,-,-,-,-
T1624Y 群益新興大消費基,2025/11,-,-,-,-,-,-,-,-
T1625Y 群益大中華雙力,2025/11,-,-,-,-,-,-,-,-
T1627Y 群益台股指數,2025/11,-,-,-,-,-,-,-,-
T1649A 群益全球生技,2025/11,-,-,-,-,-,-,-,-
T1650A 群益美國新創,2025/11,-,-,-,-,-,-,-,-
T1651A 群益中國新機會,2025/11,-,-,-,-,-,-,-,-
T1652A 群益工業國A,2025/11,-,-,-,-,-,-,-,-
T1655A 群益環球金綻 A,2025/11,-,-,-,-,-,-,-,-
T1656A 群益中國金采A,2025/11,-,-,-,-,-,-,-,-
T1657A 群益大印度基金,2025/11,-,-,-,-,-,-,-,-
T1658A 群益全球地產A,2025/11,-,-,-,-,-,-,-,-
T1659A 群益金選平衡A,2025/11,-,-,-,-,-,-,-,-
T1661A 群益全球特別Aa,2025/11,-,-,-,-,-,-,-,-
T1668A 群益潛多重Aa,2025/11,-,-,-,-,-,-,-,-
T1669A 群益成長退Aa,2025/11,-,-,-,-,-,-,-,-
T1670A 群益優質退Aa,2025/11,-,-,-,-,-,-,-,-
T1673A 群益電動車Aa,2025/11,-,-,-,-,-,-,-,-
T1677A 群益成長多Aa,2025/11,-,-,-,-,-,-,-,-
T1679A 群益印美戰略Aa,2025/11,-,-,-,-,-,-,-,-
T1701Y 台中銀大發Aa,2025/11,-,-,-,-,-,-,-,-
T1706Y 台中銀數位Aa,2025/11,-,-,-,-,-,-,-,-
T1712Y 台中銀中精成Aa,2025/11,-,-,-,-,-,-,-,-
T1713Y 台中銀台灣主流Aa,2025/11,-,-,-,-,-,-,-,-
T1715Y 德信新興股票組合,2025/11,-,-,-,-,-,-,-,-
T1716Y 台中銀TAROBO.Aa,2025/11,-,-,-,-,-,-,-,-
T1717A 台中銀GAMMA Aa,2025/11,-,-,-,-,-,-,-,-
T1718A 台中銀台優息Aa,2025/11,-,-,-,-,-,-,-,-
T1802Y 聯博大利,2025/11,-,-,-,-,-,-,-,-
T1808B 聯博亞太地產 B,2025/11,-,-,-,-,-,-,-,-
T1811A 聯博多元資收A2a,2025/11,-,-,-,-,-,-,-,-
T1812A 聯博亞多重A2a,2025/11,-,-,-,-,-,-,-,-
T1813A 聯博歐多重A2a,2025/11,-,-,-,-,-,-,-,-
T1817A 聯博中國 A股A2a,2025/11,-,-,-,-,-,-,-,-
T1818A 聯博美多重A2a,2025/11,-,-,-,-,-,-,-,-
T1819A 聯博美成入A2a,2025/11,-,-,-,-,-,-,-,-
T2003Y 富邦上選Aa,2025/11,-,-,-,-,-,-,-,-
T2004Y 富邦小而美Aa,2025/11,-,-,-,-,-,-,-,-
T2005Y 富邦精選五虎Aa,2025/11,-,-,-,-,-,-,-,-
T2006Y 富邦高科技Aa,2025/11,-,-,-,-,-,-,-,-
T2007Y 富邦日盛Ad,2025/11,-,-,-,-,-,-,-,-
T2011Y 富邦新台商Aa,2025/11,-,-,-,-,-,-,-,-
T2029Y 富邦亞洲機會Aa,2025/11,-,-,-,-,-,-,-,-
T2030Y 富邦首選Aa,2025/11,-,-,-,-,-,-,-,-
T2031Y 富邦全抗暖化Aa,2025/11,-,-,-,-,-,-,-,-
T2036Y 富邦MIT 主流Aa,2025/11,-,-,-,-,-,-,-,-
T2037Y 富邦中需動力Aa,2025/11,-,-,-,-,-,-,-,-
T2055A 富邦中國A股Aa,2025/11,-,-,-,-,-,-,-,-
T2062A 日盛目標收益組合,2025/11,-,-,-,-,-,-,-,-
T2064A 日盛中豐收平Aa,2025/11,-,-,-,-,-,-,-,-
T2067A 富邦全智能車Aa,2025/11,-,-,-,-,-,-,-,-
T2068A 富邦長照收益Aa,2025/11,-,-,-,-,-,-,-,-
T2069Y 富邦台灣成股Aa,2025/11,-,-,-,-,-,-,-,-
T2070A 富邦越南機會Aa,2025/11,-,-,-,-,-,-,-,-
T2073Y 富邦台灣多Aa,2025/11,-,-,-,-,-,-,-,-
T2074A 富邦全球半導Aa,2025/11,-,-,-,-,-,-,-,-
T2075Y 富邦台灣優質Aa,2025/11,-,-,-,-,-,-,-,-
T2101Y 柏瑞巨人 A,2025/11,-,-,-,-,-,-,-,-
T2103Y 柏瑞全球平衡組合,2025/11,-,-,-,-,-,-,-,-
T2104Y 柏瑞全球成長組合,2025/11,-,-,-,-,-,-,-,-
T2106Y 柏瑞全球金牌組合,2025/11,-,-,-,-,-,-,-,-
T2107Y 柏瑞拉丁美洲,2025/11,-,-,-,-,-,-,-,-
T2109A 柏瑞亞太高股息 A,2025/11,-,-,-,-,-,-,-,-
T2114Y 柏瑞五國金勢力建,2025/11,-,-,-,-,-,-,-,-
T2120Y 柏瑞亞洲亮點股A,2025/11,-,-,-,-,-,-,-,-
T2121A 柏瑞中國平衡A,2025/11,-,-,-,-,-,-,-,-
T2123A 柏瑞環多元產 A,2025/11,-,-,-,-,-,-,-,-
T2124A 柏瑞特股收Aa,2025/11,-,-,-,-,-,-,-,-
T2125A 柏瑞多重特Aa,2025/11,-,-,-,-,-,-,-,-
T2128A 柏瑞中A精選Aa,2025/11,-,-,-,-,-,-,-,-
T2131A 柏瑞新動多重Aa,2025/11,-,-,-,-,-,-,-,-
T2133A 柏瑞ESG多重Aa,2025/11,-,-,-,-,-,-,-,-
T2135A 柏瑞ESG量股Aa,2025/11,-,-,-,-,-,-,-,-
T2136A 柏瑞趨勢多重Aa,2025/11,-,-,-,-,-,-,-,-
T2137A 柏瑞ESG減碳Aa,2025/11,-,-,-,-,-,-,-,-
T2138A 柏瑞利率對策Aa,2025/11,-,-,-,-,-,-,-,-
T2139A 柏瑞科技多重Aa,2025/11,-,-,-,-,-,-,-,-
T2140A 柏瑞日本Aa,2025/11,-,-,-,-,-,-,-,-
T2201A 復華全球資產證 A,2025/11,-,-,-,-,-,-,-,-
T2202Y 復華奧林全優組 A,2025/11,-,-,-,-,-,-,-,-
T2203Y 復華基金,2025/11,-,-,-,-,-,-,-,-
T2205Y FH高成,2025/11,-,-,-,-,-,-,-,-
T2206Y 復華傳家,2025/11,-,-,-,-,-,-,-,-
T2208Y FH數位,2025/11,-,-,-,-,-,-,-,-
T2209Y 復華傳家二號,2025/11,-,-,-,-,-,-,-,-
T2210Y FH中小,2025/11,-,-,-,-,-,-,-,-
T2212Y 復華人生目標,2025/11,-,-,-,-,-,-,-,-
T2213Y 復華全球平衡,2025/11,-,-,-,-,-,-,-,-
T2214Y 復華神盾,2025/11,-,-,-,-,-,-,-,-
T2215Y 復華奧林匹克全球,2025/11,-,-,-,-,-,-,-,-
T2216Y 復華全方位,2025/11,-,-,-,-,-,-,-,-
T2217Y 復華亞太平衡,2025/11,-,-,-,-,-,-,-,-
T2219Y 復華亞太成長,2025/11,-,-,-,-,-,-,-,-
T2252Y 復華全球大趨勢,2025/11,-,-,-,-,-,-,-,-
T2260Y 復華華人世紀,2025/11,-,-,-,-,-,-,-,-
T2265Y 復華高益策略組合,2025/11,-,-,-,-,-,-,-,-
T2269Y 復華全球原物料,2025/11,-,-,-,-,-,-,-,-
T2270Y 復華新興債股動力,2025/11,-,-,-,-,-,-,-,-
T2271Y 復華大中華中小策,2025/11,-,-,-,-,-,-,-,-
T2278Y 復華東協世紀,2025/11,-,-,-,-,-,-,-,-
T2286Y 復華全球消費基金,2025/11,-,-,-,-,-,-,-,-
T2287Y 復華美國新星基金,2025/11,-,-,-,-,-,-,-,-
T2289Y 復華全球戰略配置,2025/11,-,-,-,-,-,-,-,-
T2291A 復華中新經濟平衡,2025/11,-,-,-,-,-,-,-,-
T2292A 復華中新經濟A 股,2025/11,-,-,-,-,-,-,-,-
T2294A 復華全物聯科技,2025/11,-,-,-,-,-,-,-,-
T2295Y 復華台灣智能基金,2025/11,-,-,-,-,-,-,-,-
T2298A 復華亞太神龍,2025/11,-,-,-,-,-,-,-,-
T22A8A 復華已開300股Aa,2025/11,-,-,-,-,-,-,-,-
T22B5Y 復華美標500 Aa,2025/11,-,-,-,-,-,-,-,-
T22C2Y 復華台灣好收益Bd,2025/11,-,-,-,-,-,-,-,-
T22C8A 復華台科技高息Aa,2025/11,-,-,-,-,-,-,-,-
T2501Y 永豐永豐Aa,2025/11,-,-,-,-,-,-,-,-
T2503Y 永豐高科技,2025/11,-,-,-,-,-,-,-,-
T2506Y 永豐中小Aa,2025/11,-,-,-,-,-,-,-,-
T2507Y 永豐趨勢平衡,2025/11,-,-,-,-,-,-,-,-
T2509Y 永豐全球平衡組合,2025/11,-,-,-,-,-,-,-,-
T2520Y 永豐領航科技,2025/11,-,-,-,-,-,-,-,-
T2527Y 永豐主流品牌,2025/11,-,-,-,-,-,-,-,-
T2530Y 永豐大中華,2025/11,-,-,-,-,-,-,-,-
T2531Y 永豐亞洲民生消費,2025/11,-,-,-,-,-,-,-,-
T2539Y 永豐中國經建,2025/11,-,-,-,-,-,-,-,-
T2545Y 永豐滬深300紅利,2025/11,-,-,-,-,-,-,-,-
T2558A 永豐歐洲50指數,2025/11,-,-,-,-,-,-,-,-
T2560A 永豐標普紅利,2025/11,-,-,-,-,-,-,-,-
T2562A 永豐標普東南亞,2025/11,-,-,-,-,-,-,-,-
T2566A 永豐全多元入息A,2025/11,-,-,-,-,-,-,-,-
T2578A 永豐臺ESG永優Aa,2025/11,-,-,-,-,-,-,-,-
T2589A 永豐 ESG建設Aa,2025/11,-,-,-,-,-,-,-,-
T25C2A 永豐醫療多Aa,2025/11,-,-,-,-,-,-,-,-
T2605Y 中國信託精穩,2025/11,-,-,-,-,-,-,-,-
T2618Y 中信台灣優勢基金,2025/11,-,-,-,-,-,-,-,-
T2620Y 中信台灣活力A,2025/11,-,-,-,-,-,-,-,-
T2622A 中信 ESG碳多Aa,2025/11,-,-,-,-,-,-,-,-
T2623A 中信ESG金融Aa,2025/11,-,-,-,-,-,-,-,-
T2624A 中信入息平衡A,2025/11,-,-,-,-,-,-,-,-
T2625A 中信成長轉機Aa,2025/11,-,-,-,-,-,-,-,-
T2627A 中信全球股票息 A,2025/11,-,-,-,-,-,-,-,-
T2628A 中信聚焦成長Aa,2025/11,-,-,-,-,-,-,-,-
T2630A 中信亞太多元息A,2025/11,-,-,-,-,-,-,-,-
T2633A 中信全球不動收A,2025/11,-,-,-,-,-,-,-,-
T2639A 中信樂齡收平Aa,2025/11,-,-,-,-,-,-,-,-
T2654A 中國信託運動,2025/11,-,-,-,-,-,-,-,-
T2662A 中信智城市建設A,2025/11,-,-,-,-,-,-,-,-
T2683A 中信亞實多重Aa,2025/11,-,-,-,-,-,-,-,-
T2691A 中信越南機會Aa,2025/11,-,-,-,-,-,-,-,-
T2693A 中信科技多Aa,2025/11,-,-,-,-,-,-,-,-
T2701Y 宏利臺灣股息Aa,2025/11,-,-,-,-,-,-,-,-
T2703Y 宏利台灣動力Aa,2025/11,-,-,-,-,-,-,-,-
T2723Y 宏利精選中華,2025/11,-,-,-,-,-,-,-,-
T2726Y 宏利亞太中小企業,2025/11,-,-,-,-,-,-,-,-
T2740A 宏利全入息組合A,2025/11,-,-,-,-,-,-,-,-
T2751A 宏亞澳入息成平A,2025/11,-,-,-,-,-,-,-,-
T2753A 宏利好利退Aa,2025/11,-,-,-,-,-,-,-,-
T2754A 宏利豐利退Aa,2025/11,-,-,-,-,-,-,-,-
T2755A 宏利富利退Aa,2025/11,-,-,-,-,-,-,-,-
T2757A 宏利實質多重Aa,2025/11,-,-,-,-,-,-,-,-
T2758A 宏利亞收益多Aa,2025/11,-,-,-,-,-,-,-,-
T2759A 宏利全球科技Aa,2025/11,-,-,-,-,-,-,-,-
T2760A 宏利數位設施Aa,2025/11,-,-,-,-,-,-,-,-
T2776Y 宏利全球動力股票,2025/11,-,-,-,-,-,-,-,-
T2780A 宏利美銀行機Aa,2025/11,-,-,-,-,-,-,-,-
T2783A 宏利特股息收Aa,2025/11,-,-,-,-,-,-,-,-
T2903Y 國泰高科技,2025/11,-,-,-,-,-,-,-,-
T3101Y 貝萊德寶利基金,2025/11,-,-,-,-,-,-,-,-
T3112Y 貝萊德亞美利收益,2025/11,-,-,-,-,-,-,-,-
T3114A 貝萊德亞數據A,2025/11,-,-,-,-,-,-,-,-
T3115A 貝萊多因子 ETF組,2025/11,-,-,-,-,-,-,-,-
T3116A 貝萊德資產收組A,2025/11,-,-,-,-,-,-,-,-
T3117Y 貝萊德目標2030組,2025/11,-,-,-,-,-,-,-,-
T3118Y 貝萊德目標2040組,2025/11,-,-,-,-,-,-,-,-
T3119Y 貝萊2050組合Aa,2025/11,-,-,-,-,-,-,-,-
T3120A 貝萊動趨勢組Aa,2025/11,-,-,-,-,-,-,-,-
T3201Y 野村優質,2025/11,-,-,-,-,-,-,-,-
T3203Y 野村成長,2025/11,-,-,-,-,-,-,-,-
T3204Y 野村平衡,2025/11,-,-,-,-,-,-,-,-
T3205Y 野村e 科技,2025/11,-,-,-,-,-,-,-,-
T3207Y 野村中小,2025/11,-,-,-,-,-,-,-,-
T3208Y 野村全球品牌Aa,2025/11,-,-,-,-,-,-,-,-
T3209A 野村全球高股息 A,2025/11,-,-,-,-,-,-,-,-
T3211Y 野村鑫平衡組,2025/11,-,-,-,-,-,-,-,-
T3213A 野村歐洲高股息 A,2025/11,-,-,-,-,-,-,-,-
T3214A 野村全球不動產 A,2025/11,-,-,-,-,-,-,-,-
T3217A 野村亞太高股息 A,2025/11,-,-,-,-,-,-,-,-
T3218Y 野村台灣運籌,2025/11,-,-,-,-,-,-,-,-
T3219Y 野村鴻運,2025/11,-,-,-,-,-,-,-,-
T3220Y 野村環球,2025/11,-,-,-,-,-,-,-,-
T3221Y 野村鴻利,2025/11,-,-,-,-,-,-,-,-
T3223Y 野村積極成長,2025/11,-,-,-,-,-,-,-,-
T3224Y 野村新馬,2025/11,-,-,-,-,-,-,-,-
T3226Y 野村日本,2025/11,-,-,-,-,-,-,-,-
T3227Y 野村泰國,2025/11,-,-,-,-,-,-,-,-
T3228Y 野村高科技,2025/11,-,-,-,-,-,-,-,-
T3236Y 野村台高股息,2025/11,-,-,-,-,-,-,-,-
T3237Y 野村全球生技醫療,2025/11,-,-,-,-,-,-,-,-
T3244Y 野村全球氣候變遷,2025/11,-,-,-,-,-,-,-,-
T3245Y 野村中東非洲,2025/11,-,-,-,-,-,-,-,-
T3246Y 野村大俄羅斯,2025/11,-,-,-,-,-,-,-,-
T3248Y 野村中國機會Aa,2025/11,-,-,-,-,-,-,-,-
T3251Y 野村巴西,2025/11,-,-,-,-,-,-,-,-
T3254Y 野村印度潛力,2025/11,-,-,-,-,-,-,-,-
T3255Y 野村印尼潛力,2025/11,-,-,-,-,-,-,-,-
T3267A 野村歐洲中小成,2025/11,-,-,-,-,-,-,-,-
T3276A 野村動態多重A,2025/11,-,-,-,-,-,-,-,-
T3293Y 野村日本領先基金,2025/11,-,-,-,-,-,-,-,-
T3295A 野村多收多重Aa,2025/11,-,-,-,-,-,-,-,-
T32A3A 野村核心多重資,2025/11,-,-,-,-,-,-,-,-
T32B6A 野村亞太收多重A,2025/11,-,-,-,-,-,-,-,-
T32S3A 野村全正效成Aa,2025/11,-,-,-,-,-,-,-,-
T32T4A 野村全基礎建Aa,2025/11,-,-,-,-,-,-,-,-
T32U5A 野村時機多重Aa,2025/11,-,-,-,-,-,-,-,-
T32V5A 野村轉機多重Aa,2025/11,-,-,-,-,-,-,-,-
T32X1A 野村科技多重Aa,2025/11,-,-,-,-,-,-,-,-
T32Y6A 野村天候組合Aa,2025/11,-,-,-,-,-,-,-,-
T3303Y 聯邦精選科技Aa,2025/11,-,-,-,-,-,-,-,-
T3305Y 聯邦中國龍Aa,2025/11,-,-,-,-,-,-,-,-
T3308Y 聯邦金鑽平衡Aa,2025/11,-,-,-,-,-,-,-,-
T3328A 聯邦太平洋平Aa,2025/11,-,-,-,-,-,-,-,-
T3330A 聯邦全多ETF組,2025/11,-,-,-,-,-,-,-,-
T3341A 聯邦全視界平衡A,2025/11,-,-,-,-,-,-,-,-
T3342A 聯邦全高息策A,2025/11,-,-,-,-,-,-,-,-
T3343A 聯邦前瞻六脈A,2025/11,-,-,-,-,-,-,-,-
T3347A 聯邦高策多重Aa,2025/11,-,-,-,-,-,-,-,-
T3349A 聯邦低碳多重Aa,2025/11,-,-,-,-,-,-,-,-
T3350A 聯邦民生建設Aa,2025/11,-,-,-,-,-,-,-,-
T3351A 聯邦臺益多重Aa,2025/11,-,-,-,-,-,-,-,-
T3501Y 鋒裕匯理阿波羅Aa,2025/11,-,-,-,-,-,-,-,-
T3510Y 未來閣來寶全球組,2025/11,-,-,-,-,-,-,-,-
T3514A 未來亞太不動產 A,2025/11,-,-,-,-,-,-,-,-
T3515Y 未來台灣新趨勢,2025/11,-,-,-,-,-,-,-,-
T3518Y 鋒裕匯理亞新富Aa,2025/11,-,-,-,-,-,-,-,-
T3521Y 未來資全球大消費,2025/11,-,-,-,-,-,-,-,-
T3523A 東方實收多重A2a,2025/11,-,-,-,-,-,-,-,-
T3529A 東方醫療科技A2a,2025/11,-,-,-,-,-,-,-,-
T3530A 東方創新多重A2a,2025/11,-,-,-,-,-,-,-,-
T3532A 東方CIO收益A2a,2025/11,-,-,-,-,-,-,-,-
T3533A 東方CIO精選A2a,2025/11,-,-,-,-,-,-,-,-
T3534A 東方CIO均衡A2a,2025/11,-,-,-,-,-,-,-,-
T3601Y 安聯台灣大壩Aa,2025/11,-,-,-,-,-,-,-,-
T3604Y 安聯台灣科技,2025/11,-,-,-,-,-,-,-,-
T3605Y 安聯全球生技趨勢,2025/11,-,-,-,-,-,-,-,-
T3608Y 安聯亞洲動態,2025/11,-,-,-,-,-,-,-,-
T3610Y 安聯全球新興,2025/11,-,-,-,-,-,-,-,-
T3614Y 安聯全球計量,2025/11,-,-,-,-,-,-,-,-
T3615Y 安聯綠能趨勢Aa,2025/11,-,-,-,-,-,-,-,-
T3617Y 安聯全球多投Aa,2025/11,-,-,-,-,-,-,-,-
T3618Y 安聯全球農金,2025/11,-,-,-,-,-,-,-,-
T3619Y 安聯台灣智慧,2025/11,-,-,-,-,-,-,-,-
T3621Y 安聯中國策略Aa,2025/11,-,-,-,-,-,-,-,-
T3622Y 安聯全球油礦,2025/11,-,-,-,-,-,-,-,-
T3623Y 安聯中國東協,2025/11,-,-,-,-,-,-,-,-
T3624Y 安聯亞洲小型企業,2025/11,-,-,-,-,-,-,-,-
T3627A 安聯四雙收息Aa,2025/11,-,-,-,-,-,-,-,-
T3628A 安聯四季成長Aa,2025/11,-,-,-,-,-,-,-,-
T3629A 安聯目標 A,2025/11,-,-,-,-,-,-,-,-
T3631A 安聯中新思路,2025/11,-,-,-,-,-,-,-,-
T3632A 安聯目標多元息A,2025/11,-,-,-,-,-,-,-,-
T3633A 安聯DMAS核心組,2025/11,-,-,-,-,-,-,-,-
T3634A 安聯DMAS 50組合,2025/11,-,-,-,-,-,-,-,-
T3635A 安聯收成多重Aa,2025/11,-,-,-,-,-,-,-,-
T3637A 安聯特多重Aa,2025/11,-,-,-,-,-,-,-,-
T3640A 安聯AI多重Aa,2025/11,-,-,-,-,-,-,-,-
T3701Y 國泰國泰A,2025/11,-,-,-,-,-,-,-,-
T3703Y 國泰中小成長,2025/11,-,-,-,-,-,-,-,-
T3704Y 國泰平衡,2025/11,-,-,-,-,-,-,-,-
T3706Y 國泰大中華,2025/11,-,-,-,-,-,-,-,-
T3707Y 國泰科技生化,2025/11,-,-,-,-,-,-,-,-
T3714Y 國泰小龍Aa,2025/11,-,-,-,-,-,-,-,-
T3715Y 國泰全球積極Aa,2025/11,-,-,-,-,-,-,-,-
T3716Y 國泰全球穩健組合,2025/11,-,-,-,-,-,-,-,-
T3720Y 國泰全球基礎建設,2025/11,-,-,-,-,-,-,-,-
T3722Y 國泰台灣計量,2025/11,-,-,-,-,-,-,-,-
T3723Y 國泰全球環保趨勢,2025/11,-,-,-,-,-,-,-,-
T3726Y 國泰中港台,2025/11,-,-,-,-,-,-,-,-
T3728Y 國泰新興市,2025/11,-,-,-,-,-,-,-,-
T3729Y 國泰全球資源,2025/11,-,-,-,-,-,-,-,-
T3731Y 國泰中國內需增長,2025/11,-,-,-,-,-,-,-,-
T3734Y 國泰中國新興戰略,2025/11,-,-,-,-,-,-,-,-
T3735Y 國泰價值卓越,2025/11,-,-,-,-,-,-,-,-
T3743A 國泰全多重平Aa,2025/11,-,-,-,-,-,-,-,-
T3745A 國泰亞洲成長Aa,2025/11,-,-,-,-,-,-,-,-
